13273,13530,13522,13484,12862,13205,13249,13393,13776,14391,14589,15109,15060,15734,15760,16323,16236,16496,16408,16598,16874,16821,17176,17020,17095,17156,17189,17226,17281,17260,15470,1790,11.57%
3128,3142,3124,3363,2999,3151,3388,3303,3267,3193,3528,3724,3649,3823,3856,4086,4115,4080,4394,4652,4655,4916,4977,4891,4988,5045,5012,5221,5323,5307,4077,1230,30.17%
3670,3500,3644,3459,3623,3681,3179,3703,3756,3791,3769,4167,3913,3790,3935,3974,4128,4032,4208,4390,5391,5428,4970,5717,5759,5953,5729,5989,6159,6117,4451,1666,37.43%
4527,4936,4877,4786,5273,4938,6026,5185,5859,5719,5701,5991,6080,6218,6054,6434,5717,6203,6253,5879,5623,6661,6138,5981,5959,5825,6032,5988,6065,6244,5772,472,8.18%
2895,3304,2427,2627,2399,2950,2198,2853,3016,2458,2426,2493,2435,3109,3814,3825,3859,4311,3647,3197,3527,3443,3342,3540,2856,3095,3964,3553,3145,3975,3156,819,25.95%
1555,998,1611,1998,1424,1109,1285,3509,1433,1739,1677,1314,1774,1523,2429,1943,1479,1810,2668,1902,2610,3793,2298,2927,3600,1775,1517,3961,2922,4064,2155,1909,88.58%
8629,9668,10028,8629,8554,8699,10944,9685,9433,10992,10255,11610,10854,10258,12158,11456,10256,11254,11896,10863,10258,10565,10930,10325,10287,10257,10236,11247,11576,12207,10467,1740,16.62%
3293,3323,3684,3943,4352,4339,4362,5110,5293,5878,6574,6717,7125,7195,7156,7135,7256,7265,7353,7685,7578,7455,7752,7798,7811,7856,7869,7901,7966,7969,6433,1536,23.88%
4483,4619,4731,4700,4738,4870,4938,4839,4971,4890,4955,5035,5072,5064,4920,5174,5100,5096,5136,5047,5110,5127,5060,5150,5227,5235,5256,5293,5198,5271,5010,261,5.21%
4071,3911,4125,4061,3925,4021,3999,3780,3839,3879,3693,3933,3811,3654,3956,3817,3751,4185,4112,3870,4319,4243,4306,4673,4686,4264,4425,4464,4449,4757,4099,658,16.05%
5878,6462,6563,6666,6756,7026,6972,7177,7797,7462,7452,8799,8778,8556,9605,10246,10091,10379,10633,10251,10641,10661,10712,10606,10700,10322,11370,10848,11012,11143,9052,2091,23.10%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1294,-1830,-1726,-1618,-2372,-3253,-3799,-2624,-1769,-2016,-1491,-1599,-409,169,-102,-421,455,723,534,830,1626,1692,2234,2161,2303,2406,2443,2665,2885,3183,Wulanwula,,
-2058,-2794,-2747,-3945,-4862,-4634,-4663,-3941,-2857,-2039,-2169,-1472,-355,-578,-268,386,16,990,1272,1560,2432,2902,3220,3409,3199,3539,3756,3867,4197,4649,Mingjing,,
-1668,-2316,-2688,-3236,-3640,-3644,-3437,-2841,-2882,-1736,-832,-571,-157,-215,-298,168,473,759,1074,1090,2295,2375,2400,2660,2435,2679,2808,3116,3535,4331,Xijir Ulan,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,,,
